0.000000, 0.213242, 0.000000, 0.033313, 0.000000, 0.000000, 0.087347, 0.115711, 0.056822, 0.000000, 0.000000, 0.000000, 0.001229, 0.000000, 0.000000, 0.431292, 0.000000, 0.000000, 0.050588, 0.010455 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001014, 0.000000, 0.129409, 0.225322, 0.093715, 0.000000, 0.281107, 0.000000, 0.000000, 0.178193, 0.091240, 0.000000, 0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.094829, 0.000000, 0.224706, 0.000000, 0.556449, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.124016, 0.000000, 0.000000 
0.000000, 0.000000, 0.052011, 0.000000, 0.024432, 0.000000, 0.208956, 0.244703, 0.000000, 0.282045, 0.004737, 0.000000, 0.047219, 0.000000, 0.135897, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.099478, 0.000000, 0.531718, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.325324, 0.000000, 0.000000, 0.000000, 0.043481, 0.000000 
0.000000, 0.354916, 0.000000, 0.000000, 0.000000, 0.000000, 0.044171, 0.000003, 0.154630, 0.000000, 0.000000, 0.000000, 0.000080, 0.124872, 0.000000, 0.000000, 0.000000, 0.321328, 0.000000, 0.000000 
0.000000, 0.000000, 0.466092, 0.000000, 0.499340, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000003, 0.000000, 0.034564, 0.000000, 0.000001, 0.000000 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.266549, 0.000000, 0.000000, 0.000000, 0.091198, 0.000000, 0.000003, 0.247667, 0.000000, 0.394583 
0.000000, 0.000000, 0.044032, 0.197960, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.252757, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.042784, 0.005054, 0.000000, 0.457413 
0.224551, 0.000000, 0.000000, 0.000000, 0.000000, 0.232057, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.111351, 0.000000, 0.000000, 0.000000, 0.432041, 0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.309224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.217567, 0.000000, 0.000000, 0.473202, 0.000000, 0.000000, 0.000000, 0.000007, 0.000000 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.242580, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.064606, 0.499419, 0.000000, 0.000000, 0.000000, 0.000000, 0.193395, 0.000000 
0.000000, 0.000000, 0.142154, 0.000000, 0.000000, 0.000000, 0.270919, 0.108656, 0.000000, 0.000000, 0.000000, 0.000000, 0.336515, 0.000000, 0.000000, 0.141757, 0.000000, 0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.216515, 0.606422, 0.000000, 0.000000, 0.000000, 0.116889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.060174, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000 
0.257886, 0.000000, 0.000017, 0.124816, 0.000000, 0.000000, 0.015071, 0.000000, 0.029311, 0.017263, 0.332556, 0.000000, 0.147313, 0.000000, 0.043298, 0.000000, 0.000000, 0.000000, 0.032469, 0.000000 
0.000000, 0.000000, 0.000000, 0.000000, 0.076324, 0.000000, 0.000000, 0.652866, 0.000000, 0.107122, 0.006020, 0.054269, 0.000000, 0.000000, 0.000000, 0.000000, 0.103374, 0.000024, 0.000000, 0.000000 
0.000000, 0.000000, 0.122420, 0.000000, 0.000000, 0.737638, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.139942, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000 
0.459843, 0.000000, 0.000000, 0.000000, 0.000000, 0.232847, 0.000000, 0.000000, 0.000000, 0.199348, 0.000000, 0.000000, 0.090660, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017301, 0.000000 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000008, 0.000000, 0.000000, 0.780550, 0.000000, 0.000000, 0.000000, 0.081181, 0.000000, 0.138261, 0.000000, 0.000000, 0.000000, 0.000000 
0.000025, 0.227443, 0.000000, 0.000000, 0.026437, 0.030420, 0.026221, 0.000000, 0.000000, 0.210647, 0.406688, 0.000000, 0.000000, 0.000000, 0.000394, 0.000000, 0.071725, 0.000000, 0.000000, 0.000000 
